road,id,model_type,name,lat,lon,length,condition,lrp,real_name
N706,1007262,link,link 5010,23.0538611,88.9398052,22.0,A,LRP032,"Benapole 6 km,Kolkata 90 km"
N706,1007263,bridge,bridge 2090,23.0538056,88.9388886,47.2,A,LRP032a,.
N706,1007264,link,link 5011,23.05375,88.9383608,60.0,A,LRP032b,R.C.C Bridge end
N706,1007265,bridge,bridge 2091,23.0535,88.9356663,30.0,A,LRP032c,Amrakhali Bridge-2
N706,1007266,link,link 5012,23.0533889,88.9353608,40.0,A,LRP032d,R.C.C Bridge end
N706,1007267,link,link 5013,23.0519722,88.9303327,535.0,A,LRP033,"Benapole 5 km,Kolkata 89 km"
N706,1007268,bridge,bridge 2092,23.0512222,88.927666,2.27,A,LRP033a,.
N706,1007269,link,link 5014,23.0511389,88.9273882,27.0,A,LRP033b,Box Culvert
N706,1007270,link,link 5015,23.0493608,88.9214993,632.0,A,LRP034,"Benapole 4 km,Kolkata 88 km"
N706,1007271,link,link 5016,23.0477497,88.9162778,580.0,A,LRP034a,Side road left new by pass proposed
N706,1007272,link,link 5017,23.0477219,88.9162222,2.0,A,LRP034b,Pipe Culvert
N706,1007273,link,link 5018,23.0466108,88.9121667,450.0,A,LRP035,Km post broken
N706,1007274,link,link 5019,23.0462497,88.9085278,368.0,A,LRP035a,Pipe Culvert
N706,1007275,link,link 5020,23.0460274,88.9072222,145.0,A,LRP035b,Box Culvert
N706,1007276,link,link 5021,23.0450274,88.9026111,485.0,A,LRP036,Benapole 1 km Kolkata 85 km
N706,1007277,link,link 5022,23.0432774,88.8968608,643.0,A,LRP036a,"N 711, Benapole oldsec. link sec."
N706,1007278,link,link 5023,23.0416941,88.8927497,447.0,A,LRP037,Km post missing
N706,1007279,link,link 5024,23.0399441,88.8886386,500.0,A,LRP037a,"N 711, benapole old sec"
N706,1007280,sourcesink,sourcesink 46,23.0389441,88.8841663,470.0,A,LRPE,End at Benapole Bordar.
N709,1007281,sourcesink,sourcesink 47,22.935583,89.4879719,0.0,A,LRPS,Start from N 7 Afilgat Fultala Khulna
N709,1007282,intersection,intersection 120,22.9352497,89.4876108,50.0,A,LRPSa,Jessore -Khulna Rail
N709,1007283,intersection,intersection 121,22.931916,89.4868052,380.0,A,LRPSb,Box culvert
N709,1007284,intersection,intersection 122,22.9267493,89.4857219,570.0,A,LRP001,Km post missing
N709,1007285,intersection,intersection 123,22.9261104,89.4855274,130.0,A,LRP001a,Box culvert
N709,1007286,link,link 5025,22.9191382,89.4844163,750.0,A,LRP001b,Box Culvert
N709,1007287,link,link 5026,22.9178604,89.4841941,150.0,A,LRP002,"Mongla 61 km,Dhaka 209 km"
N709,1007288,link,link 5027,22.9102778,89.483333,852.0,A,LRP002a,Box culvert
N709,1007289,link,link 5028,22.9089444,89.4832771,148.0,A,LRP003,Km post missing
N709,1007290,link,link 5029,22.9074444,89.4831382,164.0,A,LRP003a,Box culvert
N709,1007291,link,link 5030,22.9016111,89.4827216,658.0,A,LRP003b,Box culvert
N709,1007292,link,link 5031,22.8998608,89.4824993,178.0,A,LRP004,"Mongla 59 km,Bagerhat 48 km"
N709,1007293,link,link 5032,22.8992497,89.4825827,125.0,A,LRP004a,Box culvert
N709,1007294,link,link 5033,22.8961386,89.4823604,285.0,A,LRP004b,Box culvert
N709,1007295,link,link 5034,22.8936941,89.482916,285.0,A,LRP004c,Box Culvert
N709,1007296,link,link 5035,22.8913608,89.484333,305.0,A,LRP005,"Mongla 58 km,Barishal 135 km"
N709,1007297,link,link 5036,22.8908608,89.484583,72.0,A,LRP005a,Box culvert
N709,1007298,link,link 5037,22.8875274,89.4866386,416.0,A,LRP005b,Box culvert
N709,1007299,link,link 5038,22.8841386,89.4888052,436.0,A,LRP005c,Box culvert
N709,1007300,link,link 5039,22.8834441,89.4892497,96.0,A,LRP006,"Mongla 57 km,Barishal 134 km"
N709,1007301,link,link 5040,22.8801104,89.4902774,390.0,A,LRP006a,Box culvert
N709,1007302,link,link 5041,22.8755549,89.491083,510.0,A,LRP006b,Box culvert
N709,1007303,link,link 5042,22.8747216,89.4912219,96.0,A,LRP007,"Mongla 56 km,Dhaka 204 km"
N709,1007304,link,link 5043,22.8706104,89.4926108,482.0,A,LRP007a,Box culvert
N709,1007305,link,link 5044,22.8679993,89.495583,431.0,A,LRP007b,Box culvert
N709,1007306,link,link 5045,22.8674438,89.4961941,87.0,A,LRP008,"Mongla 55 km,Dhaka 203 km"
N709,1007307,link,link 5046,22.86625,89.4975274,192.0,A,LRP008a,Box culvert
N709,1007308,link,link 5047,22.8620556,89.5011111,602.0,A,LRP008b,R.C.C Bridge start
N709,1007309,link,link 5048,22.8618056,89.5011667,30.0,A,LRP008c,R.C.C Bridge end
N709,1007310,link,link 5049,22.8603333,89.5015278,176.0,A,LRP009,"Mongla 54 km,Bagerhat 43 km"
N709,1007311,link,link 5050,22.8568333,89.5023333,400.0,A,LRP009a,Box culvert
N709,1007312,link,link 5051,22.8529444,89.5032778,440.0,A,LRP009b,Box culvert
N709,1007313,link,link 5052,22.8512778,89.5035278,160.0,A,LRP010,Km post missing
N709,1007314,link,link 5053,22.8482219,89.5044444,350.0,A,LRP010a,Box culvert
N709,1007315,link,link 5054,22.8459719,89.5049722,274.0,A,LRP010b,Box culvert
N709,1007316,link,link 5055,22.8429441,89.5063889,376.0,A,LRP011,"Mongla 52 km,Barishal 129 km"
N709,1007317,link,link 5056,22.8401386,89.5080278,350.0,A,LRP011a,Box culvert
N709,1007318,link,link 5057,22.8350552,89.5110556,646.0,A,LRP012,"Mongla 51 km,Barishal 128 km"
N709,1007319,link,link 5058,22.8348608,89.5111944,30.0,A,LRP012a,R.C.C Culvert
N709,1007320,link,link 5059,22.8315271,89.5131389,412.0,A,LRP012b,Box Culvert
N709,1007321,link,link 5060,22.8304993,89.5137222,120.0,A,LRP012c,Box culvert
N709,1007322,link,link 5061,22.8268882,89.5153611,443.0,A,LRP012d,Box culvert
N709,1007323,link,link 5062,22.8268604,89.5154167,5.0,A,LRP013,Mongla 50 km
N709,1007324,link,link 5063,22.8226382,89.5172493,506.0,A,LRP013a,Box culvert
N709,1007325,link,link 5064,22.8185549,89.5190827,494.0,A,LRP014,Mongla 49 km
N709,1007326,link,link 5065,22.8129722,89.5216382,658.0,A,LRP014a,Box culvert
N709,1007327,link,link 5066,22.8102778,89.522916,342.0,A,LRP015,"Mongla 48 km,Bagerhat 37 km"
N709,1007328,link,link 5067,22.8068889,89.5245271,414.0,A,LRP015a,Box culvert
N709,1007329,link,link 5068,22.8032222,89.5262771,448.0,A,LRP015b,Box culvert
N709,1007330,link,link 5069,22.8020278,89.5268327,153.0,A,LRP016,"Mongla 47 km,Bagerhat 36 km"
N709,1007331,link,link 5070,22.8011389,89.5272771,81.0,A,LRP016a,Box culvert
N709,1007332,link,link 5071,22.7983886,89.5288049,339.0,A,LRP016b,"R760,Satkhira Road"
N709,1007333,link,link 5072,22.7981108,89.5288882,30.0,A,LRP016c,Dual Carraigeway Start
N709,1007334,link,link 5073,22.793833,89.5310549,550.0,A,LRP017,"Mongla 46 km,Dhaka 194 km"
N709,1007335,link,link 5074,22.7865274,89.536333,1000.0,A,LRP018,"Bagerhat 34 km,Barishla 122 km"
N709,1007336,link,link 5075,22.7862497,89.536833,55.0,A,LRP018a,"Z7606,Batia Ghat Road"
N709,1007337,link,link 5076,22.7856663,89.5386663,205.0,A,LRP018b,P.C .Girder Bridge start
N709,1007338,link,link 5077,22.7853886,89.5396941,90.0,A,LRP018c,P.C.Girder Bridge end
N709,1007339,link,link 5078,22.7844163,89.5427497,320.0,A,LRP018d,Box Culvert
N709,1007340,link,link 5079,22.7835552,89.5454997,330.0,A,LRP019,"Bagerhat 33 km,Dhaka 192 km"
N709,1007341,link,link 5080,22.7830271,89.5473886,200.0,A,LRP019a,Box culvert
N709,1007342,link,link 5081,22.7815549,89.5538333,664.0,A,LRP019b,Box culvert
N709,1007343,link,link 5082,22.7813604,89.5549722,136.0,A,LRP020,"Mongla 43 km,Dhaka 191 km"
N709,1007344,link,link 5083,22.7813604,89.5558611,103.0,A,LRP020a,R.C.C Bridge Start
N709,1007345,link,link 5084,22.7810827,89.5563056,39.0,A,LRP020b,R.C.C Bridge end
N709,1007346,link,link 5085,22.7793049,89.5644722,858.0,A,LRP021,"Mongla 42 km,Barishal 119 km"
N709,1007347,link,link 5086,22.7791382,89.5653056,66.0,A,LRP021a,Box culvert
N709,1007348,link,link 5087,22.778931408029194,89.56755406715328,255.0,A,LRP021b,Box Culvert
N709,1007349,link,link 5088,22.778916,89.5677216,19.0,A,LRP021c,Box Culvert
N709,1007350,link,link 5089,22.7790549,89.5712493,355.0,A,LRP021d,Box Culvert
N709,1007351,link,link 5090,22.7790549,89.571416,19.0,A,LRP021e,Box Culvert
N709,1007352,link,link 5091,22.778666,89.5735271,216.0,A,LRP021f,Box culvert
N709,1007353,link,link 5092,22.7784993,89.5741104,670.0,A,LRP022,"Bagerhat 30 km,Barishal 118 km"
N709,1007354,link,link 5093,22.77849780191956,89.57412525411334,1.0,A,LRP022a,Khan Jahan Ali Bridge start
N709,1007355,link,link 5094,22.7768604,89.5903608,1093.0,A,LRP022b,Khan Jahan Ali Bridge end
N709,1007356,link,link 5095,22.7768049,89.593333,306.0,A,LRP023,"Bagerhat 28 km,Barishal 166 km"
N709,1007357,link,link 5096,22.7766104,89.603,980.0,A,LRP024,"Mongla 38 km,Dhaka 186 km"
N709,1007358,link,link 5097,22.7753604,89.6058333,324.0,A,LRP024a,Box Culvert
N709,1007359,link,link 5098,22.7755827,89.6059444,16.0,A,LRP024b,Box Culvert
N709,1007360,link,link 5099,22.7746104,89.6100278,434.0,A,LRP024c,R.C.C Bridge start
N709,1007361,link,link 5100,22.7746938,89.6104444,46.0,A,LRP024d,R.C.C Bridge end
N709,1007362,link,link 5101,22.7744716,89.6123611,200.0,A,LRP025,"Bagerhat 26 km,Mongla 37 km"
N709,1007363,sourcesink,sourcesink 48,22.7745827,89.6171104,500.0,A,LRPE,"End at Kadir Bottala More infront of Temple and Intersection at N7&,Tilokirupsha,Khulna."
N8,1007364,sourcesink,sourcesink 49,23.7021389,90.4353608,0.0,A,LRPS,"Start of road Infront of Padma CNG Station ,Dholaipur,Jatrabari ,Dhaka."
N8,1007365,link,link 5102,23.6936386,90.4344163,1000.0,A,LRP001,Km post missing
N8,1007366,link,link 5103,23.6934997,90.4344163,1.0,A,LRP001a,Rail road crossing
N8,1007367,link,link 5104,23.6919719,90.432416,274.0,A,LRP001b,R-810 to Narayanganj / Start of Munshigonj road Division / Start of Munshigonj road Division
N8,1007368,link,link 5105,23.6905552,90.4308327,240.0,A,LRP001d,Under pass
N8,1007369,link,link 5106,23.6903608,90.4306382,25.0,A,LRP001e,Box Culvert
N8,1007370,link,link 5107,23.6891941,90.4293882,193.0,A,LRP001f,Start of Bridge
N8,1007371,link,link 5108,23.687583,90.4274993,267.0,A,LRP002,Km post missing
N8,1007372,link,link 5109,23.6839441,90.4234438,572.0,A,LRP002a,End of Bridge
N8,1007373,link,link 5110,23.6826104,90.418166,595.0,A,LRP003,Maowa 31 km
N8,1007374,link,link 5111,23.6784993,90.4098889,1000.0,A,LRP004,Km post missing
N8,1007375,bridge,bridge 2093,23.6777771,90.409,6.1,C,LRP004a,EQURIA CULVERT
N8,1007376,link,link 5112,23.6763604,90.4071667,247.0,A,LRP004b,Box Culvert
N8,1007377,link,link 5113,23.6749438,90.40525,212.0,A,LRP004c,N802
N8,1007378,link,link 5114,23.6744438,90.40475,115.0,A,LRP004d,Box Culvert
N8,1007379,link,link 5115,23.6726104,90.4023611,305.0,A,LRP005,Maowa 29 km
N8,1007380,bridge,bridge 2094,23.6713327,90.4006944,5.5,A,LRP005a,TAHORIA CUL
N8,1007381,bridge,bridge 2095,23.6668327,90.3950274,10.4,A,LRP005b,THAHORIA CUL
N8,1007382,link,link 5116,23.6667493,90.3949441,15.0,A,LRP006,Km post missing
N8,1007383,bridge,bridge 2096,23.6630278,90.3887497,6.1,A,LRP006a,MOLLABARI CUL
N8,1007384,link,link 5117,23.6629444,90.388083,73.0,A,LRP006b,End of Baily Bridge
N8,1007385,link,link 5118,23.6628056,90.3864719,195.0,A,LRP007,Vanga 60 km
N8,1007386,link,link 5119,23.6625556,90.3838886,278.0,A,LRP007a,Box Culvert
N8,1007387,link,link 5120,23.6621389,90.3796104,437.0,A,LRP007b,Box Culvert
N8,1007388,link,link 5121,23.6616667,90.3772216,245.0,A,LRP007c,Box Culvert
N8,1007389,link,link 5122,23.6618611,90.3767493,40.0,A,LRP008,Maowa 26 km
N8,1007390,bridge,bridge 2097,23.6611111,90.368416,60.7,C,LRP008a,BAGOR BRIDGE
N8,1007391,link,link 5123,23.6609722,90.3669716,150.0,A,LRP009,Bhanga 58 km
N8,1007392,bridge,bridge 2098,23.66075,90.3644444,10.4,A,LRP009a,KODOMPUR CULVERT (1)
N8,1007393,link,link 5124,23.6600556,90.35725,740.0,A,LRP010,Maowa 24 km
N8,1007394,bridge,bridge 2099,23.66,90.357,10.6,A,LRP010a,KODAMMPUR BOX CULVERT
N8,1007395,bridge,bridge 2100,23.6599444,90.3564444,8.3,A,LRP010b,ABDULLAPUR BOX CULVERT
N8,1007396,link,link 5125,23.657627364498342,90.3541634094818,392.0,A,LRP010c,Z 5069 to Ruhitpur
N8,1007397,link,link 5126,23.6545833,90.3511667,515.0,A,LRP010d,Box Culvert
N8,1007398,link,link 5127,23.6544444,90.3511667,10.0,A,LRP011,Barisal 152 km
N8,1007399,link,link 5128,23.6455552,90.3491108,1000.0,A,LRP012,Km post missing
N8,1007400,bridge,bridge 2101,23.6441108,90.3491108,8.3,A,LRP012a,VAWARVITY
N8,1007401,link,link 5129,23.6418886,90.3478886,265.0,A,LRP012b,Bridge end
N8,1007402,link,link 5130,23.6388052,90.346833,360.0,A,LRP012c,Baily Bridge start
N8,1007403,link,link 5131,23.6369997,90.3462219,210.0,A,LRP013,Km post missing
N8,1007404,bridge,bridge 2102,23.6354719,90.3457219,260.0,B,LRP013a,DHALASHARI BRIDGE(1)
N8,1007405,link,link 5132,23.6323049,90.3446386,380.0,A,LRP013b,Box Culvert
N8,1007406,bridge,bridge 2103,23.6295271,90.3436941,382.2,C,LRP013c,DHALASHARI BRIDGE(2)
N8,1007407,link,link 5133,23.6292216,90.3436108,35.0,A,LRP013d,Bridge end
N8,1007408,link,link 5134,23.6285271,90.343333,92.0,A,LRP014,Maowa 20 km
N8,1007409,link,link 5135,23.6246104,90.3402219,538.0,A,LRP014a,Box Culvert
N8,1007410,link,link 5136,23.6213327,90.3373608,462.0,A,LRP015,Barisal 148 km
N8,1007411,bridge,bridge 2104,23.6185549,90.3349163,8.4,A,LRP015a,RAMARKHOLA CULVERT
N8,1007412,link,link 5137,23.6162222,90.3328882,332.0,A,LRP015b,Bridge start
N8,1007413,link,link 5138,23.6159444,90.3326382,38.0,A,LRP015c,Bridge end
N8,1007414,link,link 5139,23.6157778,90.3324993,25.0,A,LRP015d,Z8005
N8,1007415,link,link 5140,23.6143056,90.3312216,205.0,A,LRP016,Maowa 18 km
N8,1007416,bridge,bridge 2105,23.6098333,90.3272771,15.6,A,LRP016a,NIMTOLA BRIDGE
N8,1007417,link,link 5141,23.6073056,90.3250271,360.0,A,LRP017,Khulna 173 km
N8,1007418,bridge,bridge 2106,23.6037222,90.3218604,8.3,A,LRP017a,NEEMTOLA CULVERT
N8,1007419,link,link 5142,23.6035833,90.3217493,20.0,A,LRP017b,Bridge end
N8,1007420,link,link 5143,23.6002778,90.3188327,470.0,A,LRP018,Maowa 16 km
N8,1007421,bridge,bridge 2107,23.5984997,90.3173049,19.9,A,LRP018a,CHALTIPARA BRIDGE
N8,1007422,link,link 5144,23.5972774,90.3162222,182.0,A,LRP018b,Bridge start
N8,1007423,link,link 5145,23.5971108,90.3160556,24.0,A,LRP018c,Bridge end
N8,1007424,link,link 5146,23.5950274,90.3142222,196.0,A,LRP018d,Z 8003 to Khorsur
N8,1007425,link,link 5147,23.5931386,90.3128611,348.0,A,LRP019,Khulna 171 km
N8,1007426,link,link 5148,23.5894719,90.3108333,462.0,A,LRP019a,Bridge start
N8,1007427,bridge,bridge 2108,23.589083,90.3106389,19.9,A,LRP019b,HASHARA BRIDGE
N8,1007428,link,link 5149,23.585083,90.3085833,490.0,A,LRP020,Maowa 14 km
N8,1007429,link,link 5150,23.5805271,90.3058333,580.0,A,LRP020a,Bridge start
N8,1007430,bridge,bridge 2109,23.5803327,90.30575,46.5,A,LRP020b,Hashara-2 Bridge
N8,1007431,link,link 5151,23.5768327,90.3048333,400.0,A,LRP021,Maowa 13 km
N8,1007432,bridge,bridge 2110,23.5729438,90.3033611,19.9,A,LRP021a,KAWAT KHALI BRIDGE
N8,1007433,link,link 5152,23.5727771,90.3032778,20.0,A,LRP021b,Bridge end
N8,1007434,link,link 5153,23.5691938,90.30125,447.0,A,LRP021c,Bridge start
N8,1007435,link,link 5154,23.5688327,90.3010556,47.0,A,LRP021d,Bridge end
N8,1007436,link,link 5155,23.5685549,90.3009167,28.0,A,LRP022,Maowa 12 km
N8,1007437,bridge,bridge 2111,23.56625,90.2996386,19.9,A,LRP022a,KAWAT KHALI 2 BRIDHE
N8,1007438,link,link 5156,23.5646389,90.2987774,200.0,A,LRP022b,Box Culvert
N8,1007439,bridge,bridge 2112,23.5614167,90.2986386,46.5,A,LRP022c,UMPARA BRIDGE
N8,1007440,link,link 5157,23.5572778,90.2988052,145.0,A,LRP023,Srunagar 2 km
N8,1007441,link,link 5158,23.5530556,90.2996941,788.0,A,LRP023a,Box Culvert
N8,1007442,link,link 5159,23.5510278,90.2999441,212.0,A,LRP024,Km post missing
N8,1007443,link,link 5160,23.5493608,90.2999163,187.0,A,LRP024a,Bridge start
N8,1007444,link,link 5161,23.5492219,90.2998886,15.0,A,LRP024b,Bridge end
N8,1007445,link,link 5162,23.5479997,90.2993608,163.0,A,LRP024c,Bridge start
N8,1007446,link,link 5163,23.5477219,90.2992774,17.0,A,LRP024d,Bridge end
N8,1007447,link,link 5164,23.546333,90.2983052,186.0,A,LRP024e,Box Culvert
N8,1007448,link,link 5165,23.5458886,90.2979997,60.0,A,LRP024f,Bridge start
N8,1007449,link,link 5166,23.5455552,90.2977497,42.0,A,LRP024g,Bridge end
N8,1007450,link,link 5167,23.5430274,90.2959997,330.0,A,LRP025,Maowa 9 km / Z8004 to Hatimara
N8,1007451,link,link 5168,23.542833,90.295833,20.0,A,LRP025b,R 820 to Nawabganj
N8,1007452,bridge,bridge 2113,23.5426941,90.2957497,16.0,A,LRP025c,Shol Ghor Bridge-3
N8,1007453,link,link 5169,23.542583,90.2956663,18.0,A,LRP025d,Bridge end
N8,1007454,bridge,bridge 2114,23.541107668689055,90.29469630249189,18.1,A,LRP025e,SHONBARI CUL-1
N8,1007455,bridge,bridge 2115,23.5355274,90.2910274,42.5,A,LRP025f,SHONBARI BRIDGE (2)
N8,1007456,link,link 5170,23.5352497,90.2909719,15.0,A,LRP026,Maowa 8 km
N8,1007457,link,link 5171,23.5274993,90.288333,940.0,A,LRP026a,Bridge start
N8,1007458,link,link 5172,23.5269993,90.2877497,60.0,A,LRP026b,Bridge end
N8,1007459,link,link 5173,23.5268604,90.287583,20.0,A,LRP027,Maowa 7 km
N8,1007460,bridge,bridge 2116,23.5212216,90.2821938,6.0,A,LRP027a,BASGAON STAND CULVERT
N8,1007461,link,link 5174,23.5203604,90.2814438,152.0,A,LRP028,Maowa 6 km
N8,1007462,link,link 5175,23.5122778,90.2772216,1000.0,A,LRP029,Bhanga 38 km
N8,1007463,link,link 5176,23.5038611,90.2737493,1000.0,A,LRP030,Maowa 4 km
N8,1007464,link,link 5177,23.5026111,90.2732493,150.0,A,LRP030a,Box Culvert
N8,1007465,link,link 5178,23.4982774,90.271416,665.0,A,LRP030b,Bridge start
N8,1007466,link,link 5179,23.497833,90.2712771,55.0,A,LRP030c,Bridge end
N8,1007467,link,link 5180,23.4954719,90.2702493,130.0,A,LRP031,Barisal 132 km
N8,1007468,bridge,bridge 2117,23.4914163,90.2691938,10.3,A,LRP031a,SHOMOS PUR BOX CULVERT
N8,1007469,link,link 5181,23.4866941,90.2681104,532.0,A,LRP032,Maowa 2 km
N8,1007470,bridge,bridge 2118,23.485583,90.2678882,10.3,A,LRP032a,DOGACHIBAZAR(2)
N8,1007471,link,link 5182,23.4778049,90.2661111,875.0,A,LRP033,Km post missing
N8,1007472,bridge,bridge 2119,23.4732771,90.2653056,10.3,A,LRP033a,KHANBARI BOX CULVERT SARM
N8,1007473,link,link 5183,23.4740271,90.2608056,481.0,A,LRP034,Km post missing
N8,1007474,link,link 5184,23.4737216,90.2545,650.0,A,LRP034a,River start/End of Munshiganj Division
N8,1007475,link,link 5185,23.4138889,90.1801104,10350.0,A,LRP044a,"River end , Start of Madaripur Division / Km post missing / Start of Madaripur road Division"
N8,1007476,link,link 5186,23.4101389,90.174416,610.0,A,LRP045b,Baily Bridge start
N8,1007477,link,link 5187,23.4099444,90.1740827,32.0,A,LRP045c,Baily Bridge end
N8,1007478,link,link 5188,23.4086944,90.1721104,358.0,A,LRP046,Km post missing
N8,1007479,link,link 5189,23.4041389,90.1803327,1000.0,A,LRP047,Barisal 117 km
N8,1007480,link,link 5190,23.4026944,90.15425,1000.0,A,LRP048,Khulna 139 km
N8,1007481,bridge,bridge 2120,23.4029722,90.1526944,4.6,A,LRP048a,.
N8,1007482,link,link 5191,23.4030833,90.15275,46.0,A,LRP048b,Bridge end
N8,1007483,link,link 5192,23.4031667,90.1516944,54.0,A,LRP048c,Z 8011 to Shibchor
N8,1007484,link,link 5193,23.4029444,90.1446108,740.0,A,LRP049,Khulna 138 km
N8,1007485,link,link 5194,23.4013889,90.1350274,1000.0,A,LRP050,Gopalganj 86 km
N8,1007486,bridge,bridge 2121,23.4010278,90.1337774,3.6,A,LRP050a,.
N8,1007487,link,link 5195,23.4008611,90.1334997,30.0,A,LRP050b,Bridge end
N8,1007488,link,link 5196,23.3995552,90.1307493,305.0,A,LRP050c,Box Culvert
N8,1007489,link,link 5197,23.3967219,90.1267216,525.0,A,LRP051,Bhatiapara 54 km
N8,1007490,link,link 5198,23.3880552,90.1256382,1000.0,A,LRP052,Infor.missing
N8,1007491,link,link 5199,23.3829993,90.1250827,585.0,A,LRP052a,Bridge start
N8,1007492,link,link 5200,23.3824438,90.1247216,75.0,A,LRP052b,Bridge end
N8,1007493,link,link 5201,23.3803604,90.1223327,340.0,A,LRP053,Info missing
N8,1007494,bridge,bridge 2122,23.3792216,90.1184438,5.6,A,LRP053a,.
N8,1007495,bridge,bridge 2123,23.3783049,90.1141389,74.76,A,LRP053b,.
N8,1007496,link,link 5202,23.3780271,90.1127778,130.0,A,LRP054,Gopalganj 82 km
N8,1007497,link,link 5203,23.3760827,90.1035556,1000.0,A,LRP055,Barisal 109 km
N8,1007498,link,link 5204,23.3723882,90.094833,1000.0,A,LRP056,Barisal 108 km
N8,1007499,bridge,bridge 2124,23.3723049,90.0937774,2.6,A,LRP056a,.
N8,1007500,link,link 5205,23.3710827,90.0849163,891.0,A,LRP057,Khulna 130 km
N8,1007501,link,link 5206,23.3695549,90.0755271,1000.0,A,LRP058,Khulna 129 km
N8,1007502,link,link 5207,23.3693882,90.066,980.0,A,LRP058a,Box Culvert
N8,1007503,link,link 5208,23.3693882,90.0658056,20.0,A,LRP059,Gopalganj 77 km
N8,1007504,bridge,bridge 2125,23.3694716,90.0628611,11.0,A,LRP059a,.
N8,1007505,link,link 5209,23.3698882,90.0559444,690.0,A,LRP060,Gopalgonj 76 km
N8,1007506,link,link 5210,23.3699993,90.0500833,600.0,A,LRP060a,Bridge start
N8,1007507,link,link 5211,23.3699993,90.0498608,24.0,A,LRP060b,Bridge end
N8,1007508,link,link 5212,23.3700827,90.0462497,376.0,A,LRP061,Barisal 103 km
N8,1007509,bridge,bridge 2126,23.3701382,90.0459719,23.0,A,LRP061a,Solildia Bridge
N8,1007510,link,link 5213,23.3704716,90.0366386,980.0,A,LRP062,Bhanga 5 km
N8,1007511,bridge,bridge 2127,23.3715271,90.0329993,10.2,A,LRP062a,.
N8,1007512,link,link 5214,23.3737771,90.027416,635.0,A,LRP063,Khulna 124 km
N8,1007513,bridge,bridge 2128,23.3760549,90.020416,11.14,A,LRP063a,.
N8,1007514,link,link 5215,23.3761382,90.020166,38.0,A,LRP063b,Bridge end
N8,1007515,link,link 5216,23.3766938,90.018166,212.0,A,LRP064,Faridpur 33 km
N8,1007516,bridge,bridge 2129,23.3778327,90.0141667,32.6,B,LRP064a,Bamonkanda Bridge
N8,1007517,link,link 5217,23.3792216,90.0093889,505.0,A,LRP064b,Box Culvert
N8,1007518,link,link 5218,23.3794438,90.0086944,60.0,A,LRP065,Infor.missing
N8,1007519,bridge,bridge 2130,23.3807771,90.0053056,11.2,A,LRP065a,.
N8,1007520,link,link 5219,23.3810271,90.00475,79.0,A,LRP065b,Baily Bridge end
N8,1007521,link,link 5220,23.3830827,89.9999163,521.0,A,LRP066,Barisal 98 km
N8,1007522,link,link 5221,23.3869441,89.9911386,1000.0,A,LRP067,Km post missing
N8,1007523,bridge,bridge 2131,23.387333,89.990333,5.8,A,LRP067a,.
N8,1007524,link,link 5222,23.3883608,89.9879719,282.0,A,LRP067b,Bridge start
N8,1007525,link,link 5223,23.3884997,89.9877497,28.0,A,LRP067c,Bridge end
N8,1007526,intersection,intersection 124,23.3899441,89.9840552,410.0,A,LRP067d,"N 804 to Faridpur ,N 805 to Gopalgonj"
N8,1007527,intersection,intersection 125,23.3882497,89.9838886,205.0,A,LRP068,Km post missing
N8,1007528,bridge,bridge 2132,23.3867219,89.9834719,11.1,A,LRP068a,.
N8,1007529,link,link 5224,23.3856663,89.9997774,110.0,A,LRP068b,Bridge end
N8,1007530,link,link 5225,23.383166,89.9989441,271.0,A,LRP069,"Barisal 93 km,Madaripur 43 km"
N8,1007531,link,link 5226,23.3756938,89.9874441,1000.0,A,LRP070,Infor.missing
N8,1007532,link,link 5227,23.3738882,89.9889719,252.0,A,LRP070a,Box Culvert
N8,1007533,link,link 5228,23.3686382,89.9934719,748.0,A,LRP071,"Barisal 91 km,Madaripur 41 km,Takerhat 16 km"
N8,1007534,bridge,bridge 2133,23.3636944,89.9974719,6.8,C,LRP071a,.
N8,1007535,link,link 5229,23.36175,89.9990552,316.0,A,LRP072,"Barisal 90 km, Madaripur 40 km ,Takerhat 15 km"
N8,1007536,bridge,bridge 2134,23.3604444,90.0000833,6.8,B,LRP072a,.
N8,1007537,link,link 5230,23.35475,89.999833,640.0,A,LRP072b,Bridge start
N8,1007538,link,link 5231,23.3545833,89.9998052,14.0,A,LRP072c,Bridge end
N8,1007539,link,link 5232,23.3531111,89.9996663,206.0,A,LRP073,Km post missing
N8,1007540,bridge,bridge 2135,23.345583,89.9984163,5.2,A,LRP073a,.
N8,1007541,link,link 5233,23.343833,89.9981386,192.0,A,LRP074,Infor.missing
N8,1007542,bridge,bridge 2136,23.3402497,89.9981386,12.15,B,LRP074a,.
N8,1007543,link,link 5234,23.3401386,89.9981663,14.0,A,LRP074b,Bridge end
N8,1007544,link,link 5235,23.3349163,89.9991108,584.0,A,LRP075,Km post missing
N8,1007545,bridge,bridge 2137,23.3222771,89.9988608,13.8,B,LRP075a,.
N8,1007546,link,link 5236,23.3265827,89.9982774,445.0,A,LRP076,"Barisal 86 km,Madaripur 36 km,Takerhat 11 km"
N8,1007547,bridge,bridge 2138,23.3236104,89.9978608,6.7,B,LRP076a,.
N8,1007548,link,link 5237,23.3176104,89.9971108,667.0,A,LRP076b,Box Culvert
