,road,chainage,lrp,lat,lon,gap,type,name
40194,Z5804,11.438,LRP012a,25.5698049,88.7702216,,Culvert,Box culvert
40195,Z5804,11.964,LRP012b,25.56575,88.7712216,,Culvert,Sluice gate
40196,Z5804,12.01,LRP013,25.5656111,88.7716104,,KmPost,Inf not clear
40197,Z5804,12.697,LRP013a,25.5606944,88.7731104,,Culvert,Box Culvert
40198,Z5804,12.9,LRP013b,25.5594444,88.7726382,,Culvert,Cross drain
40199,Z5804,13.06,LRP014,25.5571111,88.7720271,,KmPost,amtali 2 km
40200,Z5804,13.24,LRP014a,25.5554722,88.7721938,,Culvert,Box culvert
40201,Z5804,14.0,LRP015,25.5487774,88.7703327,,KmPost,Dinajpur20 km
40202,Z5804,14.88,LRP015a,25.5407497,88.7703327,,Culvert,Box culvert
40203,Z5804,14.95,LRP015b,25.5407497,88.7676382,,CrossRoad,R585 Dinajpur Gobindganj
40204,Z5804,14.99,LRP015c,25.5407497,88.7721104,,CrossRoad,R585 Dinajpur Ghoraghat road
40205,Z5804,15.0,LRP016,25.5408608,88.7719993,,KmPost,Km post missing
40206,Z5804,15.75,LRP016a,25.5349163,88.769166,,Culvert,Box culvert
40207,Z5804,16.0,LRP017,25.5324716,88.7686104,,KmPost,Km post missing
40208,Z5804,16.05,LRP017a,25.5315549,88.768416,,Culvert,Box culvert
40209,Z5804,16.42,LRP017b,25.5290549,88.7672771,,Culvert,Box culvert
40210,Z5804,16.45,LRPE,25.5290827,88.7672771,,Others,End at Pucca BGB campmtoli Dinajpur
40211,Z5851,0.0,LRPS,25.3906386,88.9913052,,Others,Start at Road from R 585 Stand more infront of Traffic lsland Birampur Dinajpur.
40212,Z5851,0.1,LRPSa,25.3913608,88.9919163,,Culvert,Cross Drain Culvert
40213,Z5851,0.3,LRPSb,25.3931108,88.9934719,,Culvert,Masonry Culvert
40214,Z5851,0.59,LRPSc,25.3944997,88.9951108,,RailRoadCrossing,Birampur Fulbari Rail
40215,Z5851,1.0,LRP001,25.3961663,88.9989163,,KmPost,Km Post Missing
40216,Z5851,1.868,LRP001a,25.3965274,89.0078056,,Culvert,Masonry Culvert
40217,Z5851,2.0,LRP002,25.3965552,89.0086667,,KmPost,Km Post Missing
40218,Z5851,3.0,LRP003,25.4005833,89.0008889,,KmPost,Km Post Missing
40219,Z5851,3.02,LRP003a,25.4005833,89.0175549,,Culvert,Box Culvert
40220,Z5851,3.663,LRP003b,25.4040833,89.0225827,,Culvert,Box Culvert
40221,Z5851,4.0,LRP004,25.4059444,89.0253327,,KmPost,Km Post Missing
40222,Z5851,5.0,LRP005,25.4087222,89.035333,,KmPost,Km Post Missing
40223,Z5851,5.451,LRP005a,25.4096111,89.0397497,,Culvert,Masonry Culvert
40224,Z5851,6.0,LRP006,25.4104722,89.0449719,,KmPost,Km Post Missing
40225,Z5851,7.0,LRP007,25.4116667,89.0544722,,KmPost,Km post Missing
40226,Z5851,7.05,LRP007a,25.4116667,89.0544722,,Culvert,Box Culvert
40227,Z5851,7.25,LRP007b,25.4119444,89.0568333,,Culvert,Masonry  Culvert
40228,Z5851,8.0,LRP008,25.4139722,89.0638056,,KmPost,Km Post Missing
40229,Z5851,8.865,LRP008a,25.4174993,89.0714716,,Culvert,Box Culvert
40230,Z5851,9.0,LRP009,25.4178882,89.072416,,KmPost,Km Post Missing
40231,Z5851,9.66,LRP009a,25.4192771,89.0784438,,"SideRoad,Left",Z5561 Modhaya para
40232,Z5851,10.0,LRP010,25.4184716,89.0818327,,KmPost,Km Post Missing
40233,Z5851,10.496,LRP010a,25.4175271,89.0867219,,Culvert,Box Culvert
40234,Z5851,10.85,LRP011,25.4166938,89.0899441,,KmPost,Km Post Broken
40235,Z5851,11.457,LRP011a,25.4148333,89.095583,,Culvert,Box Culvert
40236,Z5851,11.8,LRP012,25.4134167,89.0987219,,KmPost,Km Post Broken
40237,Z5851,12.8,LRP013,25.40825,89.1067778,,KmPost,Km Post Missing
40238,Z5851,12.905,LRP013a,25.4078056,89.1077222,,Culvert,R C C Culvert
40239,Z5851,13.8,LRP014,25.4017222,89.1130833,,KmPost,Km Post Missing
40240,Z5851,14.67,LRP015,25.3949719,89.1169438,,KmPost,Km Post Broken
40241,Z5851,14.995,LRP015a,25.3921386,89.1169438,,Culvert,Box Culvert
40242,Z5851,15.545,LRP015b,25.3875552,89.1176938,,Culvert,Box Culvert
40243,Z5851,15.65,LRP016,25.3867219,89.118166,,KmPost,Km Post Broken
40244,Z5851,16.58,LRP017,25.3788882,89.1219716,,KmPost,Info Missing
40245,Z5851,17.34,LRP017a,25.3725827,89.1249438,,Culvert,Box Culvert
40246,Z5851,17.55,LRP018,25.3710827,89.1256382,,KmPost,Km Post Broken
40247,Z5851,17.854,LRP018a,25.3685827,89.1268327,,Culvert,Box Culvert
40248,Z5851,18.443,LRP018b,25.3637222,89.1291104,,Culvert,Box Culvert
40249,Z5851,18.53,LRP019,25.3630278,89.1294438,,KmPost,Km Post Broken
40250,Z5851,18.77,LRP019a,25.361,89.1303604,,Culvert,Box Culvert
40251,Z5851,19.33,LRP019b,25.3564167,89.1330549,,Culvert,Box Culvert
40252,Z5851,19.53,LRP020,25.3546944,89.1333049,,KmPost,Km Post Missing
40253,Z5851,20.02,LRP020a,25.3506944,89.1351941,,Culvert,Box Culvert
40254,Z5851,20.24,LRP020b,25.3488608,89.136083,,Culvert,Box Culvert
40255,Z5851,20.43,LRP021,25.3471386,89.1368886,,KmPost,Duddugihat 9 Km
40256,Z5851,20.608,LRP021a,25.3456663,89.1374997,,Culvert,Box Culvert
40257,Z5851,21.23,LRP021b,25.3459441,89.1396386,,Culvert,Box Culvert
40258,Z5851,21.41,LRP022,25.3388886,89.1402497,,KmPost,Km Post Broken
40259,Z5851,21.64,LRP022a,25.3369163,89.1410552,,Culvert,Box Culvert
40260,Z5851,22.282,LRP022b,25.3314993,89.1432219,,Culvert,Box Culvert
40261,Z5851,22.41,LRP023,25.3302771,89.1437219,,KmPost,Km Post Missing
40262,Z5851,22.64,LRPE,25.3286938,89.1441941,,Others,End at Bhaduria more infront of Duddugihat Road  (LGED) And Intersec  R585  At Bhaduria Birampur Dinajpur
40263,Z5852,0.0,LRPS,25.2811104,89.3531944,,Others,"Start  at road from N 5 Charmather more infront of Nabi Super market 
Palashbari Gaibandha"
40264,Z5852,0.606,LRPSa,25.2763327,89.3504167,,Culvert,Pipe Drain
40265,Z5852,1.0,LRP001,25.2731938,89.3485274,,KmPost,Km post missing
40266,Z5852,1.18,LRP001a,25.2718049,89.3478052,,Culvert,Pipe Drain
40267,Z5852,2.0,LRP002,25.2643333,89.3433886,,KmPost,Km post missing
40268,Z5852,3.0,LRP003,25.2599444,89.336083,,KmPost,Km post missing
40269,Z5852,3.042,LRP003a,25.2597222,89.3357497,,Bridge,R.C.C Bridge start
40270,Z5852,3.063,LRP003b,25.2597222,89.3355552,,Bridge,R.C.C. Bridge end
40271,Z5852,3.44,LRP003c,25.2583611,89.3324716,,Culvert,Pipe drain
40272,Z5852,4.0,LRP004,25.2556667,89.3273882,,KmPost,Info missing
40273,Z5852,4.6,LRP004a,25.2523056,89.3227771,,Culvert,Box Culvert
40274,Z5852,4.98,LRP005,25.2503333,89.3201382,,KmPost,Km post broken
40275,Z5852,5.35,LRP005a,25.2484163,89.317166,,Culvert,Box Culvert
40276,Z5852,5.96,LRP006,25.2454719,89.3120556,,KmPost,Goraghat 2 km
40277,Z5852,6.96,LRP007,25.240583,89.3032222,,KmPost,Km post missing
40278,Z5852,8.02,LRP008,25.2394163,89.2928886,,KmPost,info missing
40279,Z5852,8.104,LRP008a,25.239083,89.292083,,Bridge,Baily bridge start
40280,Z5852,8.34,LRP008b,25.2387774,89.2906663,,Bridge,Baily bridge end
40281,Z5852,9.02,LRP009,25.2368608,89.2833886,,KmPost,Km post missing
40282,Z5852,9.04,LRPE,25.236833,89.2833049,,Others,End at Goraghat Azal more infront of Kundu market & meet with  R 585 Goraghat Dinajpur.
40283,Z5854,0.0,LRPS,25.3645556,89.0006389,,Others,Start aqt Gorahat raialghate more infornt of Birompur Hakimpur road more RHD sing bord and intersection & R585 &  Z5854 Birampur Dinajpur
40284,Z5854,0.71,LRPSa,25.3581944,89.0015278,,Culvert,Culvert
40285,Z5854,0.82,LRP001,25.3573611,89.0016389,,KmPost,Hili 9km
40286,Z5854,1.04,LRP001a,25.35525,89.0019444,,Culvert,Box Culvert
40287,Z5854,1.82,LRP002,25.3501389,89.0030278,,KmPost,km post missing
40288,Z5854,1.83,LRP002a,25.3483608,89.0030278,,Culvert,Box Culvert
40289,Z5854,2.82,LRP003,25.3395274,89.0041389,,KmPost,Hili 7km
40290,Z5854,2.845,LRP003a,25.3392219,89.0041944,,Culvert,Box Culvert
40291,Z5854,3.82,LRP004,25.330666,89.0054444,,KmPost,km post missing
40292,Z5854,3.93,LRP004a,25.330166,89.0054167,,Culvert,Box Culvert
40293,Z5854,4.88,LRP005,25.3216104,89.0067222,,KmPost,Jaypurhat 26km
40294,Z5854,5.54,LRP005a,25.3158333,89.0074722,,Culvert,Box Culvert
40295,Z5854,5.73,LRP005b,25.3140833,89.0078056,,Culvert,Box Culvert
40296,Z5854,5.88,LRP006,25.3125833,89.0079722,,KmPost,km post missing
40297,Z5854,6.87,LRP007,25.3040833,89.00925,,KmPost,Hili 3km
40298,Z5854,6.88,LRP007a,25.304,89.0092778,,Culvert,Culvert
40299,Z5854,7.07,LRP007b,25.3024167,89.0095,,Culvert,Box Culvert
40300,Z5854,7.277,LRP007c,25.3005,89.0097222,,Culvert,Box Culvert
40301,Z5854,7.66,LRP007d,25.2970552,89.0097778,,Culvert,Box Culvert
40302,Z5854,7.87,LRP008,25.2954997,89.0095,,KmPost,km post missing
40303,Z5854,8.19,LRP008a,25.2926663,89.0097222,,Monument,Moument
40304,Z5854,8.24,LRP008b,25.2923052,89.0096944,,Culvert,Culvert
40305,Z5854,8.57,LRP008c,25.2888052,89.0095,,Culvert,Culvert
40306,Z5854,8.89,LRP009,25.2866663,89.0094722,,KmPost,kim post missing
40307,Z5854,9.208,LRP009a,25.2832493,89.0093889,,Bridge,R.C..C brige
40308,Z5854,9.222,LRP009b,25.2831104,89.0094722,,Bridge,R.C.C bridge
40309,Z5854,9.41,LRPE,25.2813604,89.0098611,,Others,"End at Bus Stand and meet with Z5503, Hakimpur"
40310,Z5855,0.0,LRPS,25.0948608,89.0756104,,Others,"Start at Kumargram Charmatha and Intersection with Z5855 & Z5504, Joypurhat"
40311,Z5855,0.178,LRPSa,25.0955274,89.0769993,,Culvert,Pipe Culvert
40312,Z5855,0.99,LRP001,25.0989441,89.0842219,,KmPost,Infor.missing
40313,Z5855,1.01,LRP001a,25.099083,89.0843886,,Culvert,Box culvert
40314,Z5855,1.19,LRP001b,25.0998886,89.0859163,,Culvert,Box Culvert
40315,Z5855,1.43,LRP001c,25.1011667,89.0877219,,Bridge,Start of Bridge (R.C.C)
40316,Z5855,1.48,LRP001d,25.1012222,89.0883052,,Bridge,End of Bridge (R.C.C)
40317,Z5855,1.66,LRP001e,25.1016667,89.0899997,,Culvert,Box Culvert
40318,Z5855,1.99,LRP002,25.1023889,89.0933052,,KmPost,Km post missing
40319,Z5855,2.14,LRP002a,25.1027778,89.0945274,,Culvert,Box culvert
40320,Z5855,2.66,LRP002b,25.1033889,89.0996663,,Bridge,Slab culvert
40321,Z5855,3.0,LRP003,25.1034167,89.1031667,,KmPost,Infor.missing
40322,Z5855,3.14,LRP003a,25.1034167,89.1043611,,Culvert,Masonry culvert
40323,Z5855,3.52,LRP003b,25.1036944,89.1080833,,Culvert,Slab culvert
40324,Z5855,4.0,LRP004,25.106,89.1115,,KmPost,Km post missing
40325,Z5855,5.0,LRP005,25.1081389,89.121416,,KmPost,Km post missing
40326,Z5855,5.18,LRP005a,25.1082778,89.1227216,,Bridge,Start of Bridge (R.C.C)
40327,Z5855,5.23,LRP005b,25.1083333,89.1231938,,Bridge,End of Bridge (R.C.C)
40328,Z5855,5.43,LRP005c,25.1084167,89.1252493,,Culvert,Box Culvert
40329,Z5855,5.49,LRP005d,25.1083611,89.1257771,,Culvert,R.C.C Culvert start
40330,Z5855,5.5,LRP005e,25.1083611,89.1253049,,Culvert,R.C.C Culvert End
40331,Z5855,5.8,LRP006,25.1087222,89.1287493,,KmPost,Infor.missing
40332,Z5855,5.82,LRP006a,25.1086389,89.1289993,,Culvert,Masonry Culvert
40333,Z5855,6.04,LRP006b,25.1080556,89.1310549,,Bridge,Box Culvert
40334,Z5855,6.66,LRP006c,25.1063889,89.1366941,,Culvert,Masonry Culvert
40335,Z5855,6.8,LRP007,25.1063333,89.1381386,,KmPost,Information missing
40336,Z5855,7.6,LRP007a,25.1082778,89.1453886,,Culvert,Box culvert
40337,Z5855,7.73,LRP008,25.1087778,89.1464719,,KmPost,Information missing
40338,Z5855,7.77,LRP008a,25.1089444,89.1468886,,CrossRoad,Cross road Z 5509
40339,Z5855,7.86,LRP008b,25.1090556,89.1476386,,Culvert,Slab Culvert
40340,Z5855,8.64,LRP008c,25.1095556,89.1553611,,"Turnoff,Left",Turn off left
40341,Z5855,8.75,LRP008d,25.1100556,89.1561389,,Culvert,Box Culvert
40342,Z5855,8.8,LRP009,25.1105,89.1564722,,KmPost,Matrai 5 km
40343,Z5855,9.52,LRP009a,25.1153611,89.1609167,,Culvert,Box Culvert
40344,Z5855,9.8,LRP010,25.1171938,89.1626667,,KmPost,Infor.missing
40345,Z5855,10.38,LRP010a,25.1211104,89.1667216,,Culvert,Slab culvert
40346,Z5855,10.83,LRP011,25.1236382,89.169666,,KmPost,Information missing
40347,Z5855,10.84,LRP011a,25.1236938,89.169666,,Culvert,Masonry Culvert
40348,Z5855,11.18,LRP011b,25.1258604,89.1721382,,Culvert,Box Culvert
40349,Z5855,11.44,LRP011c,25.126916,89.1743049,,Culvert,Masonry Culvert
40350,Z5855,11.75,LRP011d,25.127916,89.1770827,,Culvert,Box Culvert
40351,Z5855,11.85,LRP012,25.1280271,89.1780549,,KmPost,Information missing
40352,Z5855,11.92,LRP012a,25.1280549,89.1787216,,Culvert,Slab culvert
40353,Z5855,12.08,LRP012b,25.1282216,89.1802771,,Culvert,Slab culvert
40354,Z5855,12.23,LRP012c,25.1282216,89.1817771,,Culvert,Box culvert
40355,Z5855,12.48,LRP012d,25.1284993,89.1675271,,Culvert,Slab culvert
40356,Z5855,12.6,LRP012e,25.1285827,89.1853608,,Culvert,Box Culvert
40357,Z5855,12.83,LRP013,25.1293882,89.1874997,,KmPost,Information missing
40358,Z5855,12.97,LRP013a,25.1298882,89.1884719,,Culvert,Slab culvert
40359,Z5855,12.98,LRP013b,25.1301938,89.1890274,,"Turnoff,Right",Turn of Right
40360,Z5855,13.05,LRP013c,25.1303327,89.1890552,,Culvert,Slab Culvert
40361,Z5855,13.15,LRP013d,25.1308049,89.1897774,,Culvert,Slab Culvert
40362,Z5855,13.25,LRP013e,25.1315271,89.1902219,,Culvert,Slab Culvert
40363,Z5855,13.83,LRP014,25.1322771,89.1956108,,KmPost,Km post missing
40364,Z5855,13.88,LRP014a,25.132416,89.1962219,,Culvert,Box culvert
40365,Z5855,14.63,LRP014b,25.1345274,89.2028333,,Culvert,Box Culvert
40366,Z5855,14.79,LRP014c,25.1346663,89.2044167,,Culvert,Pipe Culvert
40367,Z5855,14.83,LRP015,25.1346941,89.2046389,,KmPost,Km post missing
40368,Z5855,14.84,LRP015a,25.1347497,89.2046944,,Culvert,Box culvert
40369,Z5855,15.24,LRP015b,25.1349997,89.2088333,,Culvert,Masonry culvert
40370,Z5855,15.37,LRP015c,25.135083,89.2101389,,Culvert,Pipe culvert
40371,Z5855,15.68,LRP015d,25.1352219,89.2131944,,Culvert,Box Culvert
40372,Z5855,15.83,LRP016,25.1354163,89.2136389,,KmPost,Km post missing
40373,Z5855,15.91,LRP016a,25.1359441,89.2152222,,Culvert,Slab culvert
40374,Z5855,16.27,LRP016b,25.1380274,89.2177216,,Culvert,Box culvert
40375,Z5855,16.59,LRP016c,25.1395552,89.2204438,,Culvert,Slab Culvert
40376,Z5855,16.62,LRP016d,25.1400552,89.2213327,,Culvert,Masonry Culvert
40377,Z5855,16.83,LRP017,25.1401663,89.221416,,KmPost,Km post missing
40378,Z5855,16.99,LRP017a,25.1413886,89.2238604,,Culvert,Box culvert
40379,Z5855,17.12,LRP017b,25.141833,89.2249993,,Culvert,Box culvert
40380,Z5855,17.34,LRP017c,25.1425552,89.2271104,,Culvert,Pipe culvert
40381,Z5855,17.41,LRP017d,25.1427774,89.2276382,,Bridge,Start of Bridge (R.C.C)
40382,Z5855,17.42,LRP017e,25.1428052,89.2277493,,Bridge,End of Bridge (R.C.C)
40383,Z5855,17.83,LRP018,25.1440552,89.2314716,,KmPost,Km post missing
40384,Z5855,17.99,LRP018a,25.1445552,89.2329993,,Culvert,Box culvert
40385,Z5855,18.45,LRP018b,25.1461108,89.237333,,Culvert,Box culvert
40386,Z5855,18.67,LRP018c,25.1468608,89.2389997,,Others,Start RHD Gaibandha
40387,Z5855,18.67,LRP018c,25.1468608,89.2389997,,Others,Start RHD Gaibandha
40388,Z5855,18.83,LRP019,25.1473052,89.240583,,KmPost,Km post missing
40389,Z5855,19.0,LRP019a,25.147833,89.2432774,,Culvert,Masonry culvert
40390,Z5855,19.59,LRP019b,25.1496941,89.246583,,"Turnoff,Right",Right turn
40391,Z5855,19.83,LRP020,25.1495274,89.2489997,,KmPost,Km post missing
40392,Z5855,19.89,LRP020a,25.1494997,89.2496386,,Culvert,Box culvert
40393,Z5855,20.62,LRP020b,25.1494719,89.2566111,,"Turnoff,Right",Right turn
40394,Z5855,20.73,LRP021,25.1490552,89.2573333,,KmPost,Infor.missing
40395,Z5855,21.11,LRP021a,25.1494719,89.2610556,,Culvert,Box Culvert
40396,Z5855,21.62,LRP021b,25.15,89.2660278,,Culvert,Masonry Culvert
40397,Z5855,21.68,LRP022,25.1500833,89.2666389,,KmPost,Infor.missing
40398,Z5855,22.68,LRP023,25.1506111,89.2768882,,KmPost,Km post missing
40399,Z5855,23.22,LRP023a,25.1503889,89.2818604,,Culvert,Masonry Culvert
40400,Z5855,23.54,LRP024,25.1503333,89.285083,,KmPost,Infor.missing
40401,Z5855,24.18,LRP024a,25.1494163,89.291583,,Culvert,Box culvert
40402,Z5855,24.31,LRP024b,25.1493886,89.2926941,,Bridge,Start of Bridge (R.C.C)
40403,Z5855,24.34,LRP024c,25.1493608,89.2929163,,Bridge,End of Bridge (R.C.C)
40404,Z5855,24.54,LRP025,25.1489441,89.2950552,,KmPost,Km post missing
40405,Z5855,25.46,LRP026,25.148083,89.3034167,,KmPost,Infor.missing
40406,Z5855,25.68,LRP026a,25.147833,89.3051667,,Culvert,Box culvert
40407,Z5855,26.34,LRP027,25.1469997,89.3126389,,KmPost,Infor.missing
40408,Z5855,27.22,LRP027a,25.1460274,89.3212216,,Culvert,Slab Culvert
40409,Z5855,27.26,LRP028,25.1460274,89.3050556,,KmPost,Information missing
40410,Z5855,28.18,LRP029,25.1449997,89.3308049,,KmPost,Infor.missing
40411,Z5855,28.33,LRP029a,25.1448052,89.3322771,,Culvert,Box culvert
40412,Z5855,29.13,LRP030,25.1473052,89.3393608,,KmPost,Information missing
40413,Z5855,29.76,LRP030a,25.1515278,89.3433608,,Culvert,Slab Culvert
40414,Z5855,30.04,LRP031,25.1534167,89.3452219,,KmPost,Km post Broken
40415,Z5855,30.07,LRPE,25.1535,89.3453886,,Others,"End at Kata,Gobindaganj road R585,Gaibandha."
40416,Z5856,0.0,LRPS,25.1857774,89.0179716,,Others,"Start at Tinmatha more infront of Hotel Lewan and Intersection at Z5856&Z5503 Panchbibi,Joypurhat."
40417,Z5856,0.127,LRPSa,25.1865274,89.0189716,,Culvert,Cross Drain
40418,Z5856,0.43,LRPSb,25.1859719,89.0217493,,Culvert,Slab Culvert
40419,Z5856,0.456,LRPSc,25.1859163,89.0219993,,RailRoadCrossing,Khulna Parbatipur Rail Crossing
40420,Z5856,0.586,LRPSd,25.1859719,89.0232493,,"Turnoff,Left",Left turn
40421,Z5856,0.84,LRPSe,25.1881108,89.0231382,,Culvert,Cross Drain
40422,Z5856,0.95,LRPSf,25.1889719,89.0228604,,Culvert,Box Culvert
40423,Z5856,1.0,LRP001,25.1897219,89.0227771,,KmPost,Km post missing
40424,Z5856,1.05,LRP001a,25.1898608,89.0229438,,Culvert,Box culvert
40425,Z5856,1.21,LRP001b,25.1904719,89.0241104,,Culvert,Slab culvert
40426,Z5856,1.43,LRP001c,25.1914163,89.0259438,,Culvert,R.C.C culvert
40427,Z5856,1.6,LRP002,25.1922497,89.0276382,,KmPost,Goraghat 32 km
40428,Z5856,1.67,LRP002a,25.1925552,89.0281382,,Culvert,Box culvert
40429,Z5856,2.425,LRP002b,25.1957497,89.034833,,Culvert,Box culvert
40430,Z5856,2.553,LRP002c,25.1961941,89.0359441,,Culvert,Box culvert
40431,Z5856,2.6,LRP003,25.1964719,89.0364719,,KmPost,Dugdugi 16 km
40432,Z5856,3.148,LRP003a,25.1986108,89.0413608,,Culvert,Box culvert
40433,Z5856,3.62,LRP004,25.2004167,89.045583,,KmPost,Binghara 11 km
40434,Z5856,4.001,LRP004a,25.2019167,89.0490274,,Culvert,Box culvert
40435,Z5856,4.385,LRP004b,25.2033056,89.0525,,Culvert,Box culvert
40436,Z5856,4.44,LRP004c,25.2035556,89.0528611,,Bridge,R C C Bridge start
40437,Z5856,4.45,LRP004d,25.2035833,89.0529722,,Bridge,R C C Bridge end
40438,Z5856,4.62,LRP005,25.2040278,89.05475,,KmPost,Goraghat 29 km
40439,Z5856,4.892,LRP005a,25.2044722,89.0573889,,Culvert,Box culvert
40440,Z5856,5.227,LRP005b,25.2053889,89.0605556,,Culvert,Box culvert
40441,Z5856,5.294,LRP005c,25.2055833,89.0611389,,Culvert,Box culvert
40442,Z5856,5.6,LRP006,25.2063889,89.0640278,,KmPost,Barokandri 10 km
40443,Z5856,5.923,LRP006a,25.2076111,89.0668604,,Culvert,Box culvert
40444,Z5856,6.51,LRP006b,25.2101944,89.0719993,,Culvert,Box culvert
40445,Z5856,6.6,LRP007,25.2106111,89.0728327,,KmPost,Dugdugi 12 km
40446,Z5856,6.66,LRP007a,25.2108611,89.0733604,,Culvert,Box culvert
40447,Z5856,7.4,LRP007b,25.2141389,89.0798049,,Culvert,R.C.C culvert
40448,Z5856,7.453,LRP007c,25.2141944,89.0805271,,Culvert,R.C.C culvert
40449,Z5856,7.6,LRP008,25.21475,89.0815549,,KmPost,Goraghat 26 km
40450,Z5856,8.03,LRP008a,25.2166938,89.0856108,,Bridge,R.C.C Bridge start
40451,Z5856,8.093,LRP008b,25.2168327,89.0859163,,Bridge,R.C.C Bridge end
40452,Z5856,8.66,LRP009,25.2192771,89.0909163,,KmPost,Bindhara 6 km
40453,Z5856,8.83,LRP009a,25.2198882,89.0922774,,Culvert,Box Culvert
40454,Z5856,9.365,LRP009b,25.2223327,89.0969997,,CrossRoad,Intersection with Z 5509 left to Hili right to Khetlal
40455,Z5856,9.66,LRP010,25.2236382,89.0995274,,KmPost,Dugdugi 9 km
40456,Z5856,9.68,LRP010a,25.2237493,89.0997219,,Culvert,Box culvert
40457,Z5856,10.48,LRP010b,25.2272771,89.1066111,,Culvert,R.C.C culvert
40458,Z5856,10.596,LRP010c,25.2279716,89.1078056,,Culvert,Box culvert
40459,Z5856,10.66,LRP011,25.2282216,89.1083333,,KmPost,Goraghat 23 km
40460,Z5856,11.63,LRP012,25.2329716,89.1165556,,KmPost,Bindhara 3 km
40461,Z5856,11.708,LRP012a,25.2333049,89.117166,,Culvert,Box culvert
40462,Z5856,12.304,LRP012b,25.236333,89.1220271,,Culvert,Box culvert
40463,Z5856,12.93,LRP012c,25.2391386,89.1281938,,Culvert,Box culvert
40464,Z5856,13.11,LRP013,25.2396941,89.1293049,,KmPost,Goraghat 21 km
40465,Z5856,13.34,LRP013a,25.2401386,89.1314993,,Culvert,Masonry culvert
40466,Z5856,14.11,LRP014,25.2426663,89.1387497,,KmPost,Barokandri 9 km
40467,Z5856,14.254,LRP014a,25.2431386,89.1399997,,Culvert,Box culvert
40468,Z5856,14.42,LRP014b,25.2439441,89.1431108,,Culvert,Box Culvert
40469,Z5856,15.08,LRP015,25.2475274,89.146583,,KmPost,Goraghat 19 km
40470,Z5856,15.614,LRP015a,25.2497219,89.1512222,,Culvert,Box culvert
40471,Z5856,15.72,LRP015b,25.2499719,89.1530556,,Culvert,Pipe Culvert
40472,Z5856,16.08,LRP016,25.2508889,89.1551667,,KmPost,Dugdugi 3 km
40473,Z5856,16.09,LRP016a,25.2509444,89.1551944,,Culvert,Box culvert
40474,Z5856,16.291,LRP016b,25.2526667,89.1556944,,Culvert,Box culvert
40475,Z5856,16.48,LRP016c,25.2541111,89.1550556,,Culvert,Box culvert
40476,Z5856,16.787,LRP016d,25.2567778,89.1543889,,Culvert,Box culvert
40477,Z5856,16.94,LRP016e,25.2581667,89.1546944,,Culvert,Masonry Culvert
40478,Z5856,16.97,LRP017,25.2584167,89.1547778,,KmPost,Goraghat 17 km/ Start RHD Dinajpur
40479,Z5856,16.97,LRP017,25.2584167,89.1547778,,KmPost,Goraghat 17 km/ Start RHD Dinajpur
40480,Z5856,17.593,LRP017a,25.264,89.1550556,,Culvert,Box Culvert
40481,Z5856,17.97,LRP018,25.2667216,89.1556111,,KmPost,Km post missing
40482,Z5856,18.342,LRP018a,25.2691382,89.1562778,,Culvert,Cross Drain  Culvert
40483,Z5856,18.523,LRP018b,25.2689993,89.1578889,,Bridge,R C C Bridge start
40484,Z5856,18.533,LRP018c,25.2690271,89.1580833,,Bridge,R C C  Bridge end
40485,Z5856,18.82,LRP018d,25.2687771,89.1611944,,Culvert,Box Culvert
40486,Z5856,19.02,LRP019,25.2681104,89.1632778,,KmPost,Goraghat 14 km
40487,Z5856,19.484,LRP019a,25.266666,89.1675827,,Culvert,Box culvert
40488,Z5856,20.055,LRP020,25.2652222,89.1727493,,KmPost,Goraghat 13 km
40489,Z5856,20.465,LRP020a,25.2640556,89.1766938,,Culvert,Box culvert
40490,Z5856,21.055,LRP021,25.2623611,89.1823604,,KmPost,Km post missing
40491,Z5856,22.005,LRP021a,25.2591389,89.1911108,,Culvert,Box culvert
40492,Z5856,22.055,LRP022,25.259,89.1914997,,KmPost,Osmanpur 7 km
40493,Z5856,22.56,LRP022a,25.2575,89.1962219,,Culvert,Box culvert
40494,Z5856,23.105,LRP023,25.2559722,89.2014167,,KmPost,Osmanpur 8 km
40495,Z5856,23.22,LRP023a,25.2556389,89.2025278,,Culvert,Box culvert
40496,Z5856,23.535,LRP023b,25.2546944,89.2054444,,Culvert,Box culvert
40497,Z5856,24.135,LRP024,25.2526667,89.2108333,,KmPost,Osmanpur 5 km
40498,Z5856,24.335,LRP024a,25.2518333,89.2125556,,Monument,Sara Mosque
40499,Z5856,24.985,LRP024b,25.2528333,89.2188327,,Culvert,Box culvert
40500,Z5856,25.135,LRP025,25.2531111,89.2204716,,KmPost,osmanpur 4 km
40501,Z5856,26.145,LRP026,25.2553056,89.2301382,,KmPost,Osmanpur 3
40502,Z5856,26.24,LRP026a,25.2554167,89.2311104,,Culvert,Box culvert
40503,Z5856,27.145,LRP027,25.2558056,89.2401663,,KmPost,Km post missing
40504,Z5856,28.385,LRP028,25.2564444,89.2523056,,KmPost,Km post broken
40505,Z5856,28.4,LRPE,25.2565,89.2524444,,Others,"End at Hili more infront of Dipshika Sign Board & Intersection & Z5856 & R-585,Goraghat,Dinajpur."
